trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1009020,4,2,"DOWNTOWN",,1,6302,shp-4-64,1,1
1010070,10A,1,"DOWNTOWN",,1,2407,shp-10A-52,1,1
1022070,14,1,"MOCS EXPRESS",,0,1607,shp-14-51,1,1
1024070,9,1,"EAST LAKE",,0,8907,shp-9-02,1,1
1035070,21,1,"GOLDEN GATEWAY",,0,3407,shp-21-01,1,1
1052020,14,2,"MOCS EXPRESS",,0,1502,shp-14-52,1,1
1053070,33,1,"SHUTTLE PARK SOUTH",,1,4207,shp-33-04,1,2
106020,9,2,"DOWNTOWN",,1,9102,shp-9-52,1,1
1064020,13,2,"ROSSVILLE",,0,1102,shp-13-03,1,1
1076070,4,1,"EASTGATE HAMILTON PL",,0,7107,shp-4-13,1,1
1077010,9,3,"DOWNTOWN",,1,8801,shp-9-51,1,1
1089070,4,1,"EASTGATE HAMILTON PL",,1,6807,shp-4-70,1,1
109020,1,2,"DOWNTOWN",,1,302,shp-1-66,1,1
1095070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1707,shp-14-03,1,1
1110070,33,1,"TREMONT + FRAZIER",,0,4707,shp-33-53,1,2
1122070,10A,1,"AVONDALE UTC",,0,2907,shp-10A-04,1,1
1131020,15,2,"ST. ELMO/INCLINE",,1,2602,shp-15-01,1,2
1133010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
1141070,33,1,"TREMONT + FRAZIER",,0,4507,shp-33-53,1,2
1156010,34,3,"TREMONT + FRAZIER",,0,5301,shp-34-54,1,2
1161020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
1168020,16,2,"NORTHGATE",,0,9702,shp-16-06,1,1
1172070,4,1,"EASTGATE HAMILTON PL",,0,7107,shp-4-13,1,1
1177020,14,2,"MOCS EXPRESS",,1,1202,shp-14-04,1,1
1183010,33,3,"TREMONT + FRAZIER",,0,5001,shp-33-53,1,2
1185010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
1194020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
120010,10A,3,"DOWNTOWN",,1,201,shp-10A-52,1,1
1202020,4,2,"EASTGATE HAMILTON PL",,1,7102,shp-4-70,1,1
1220020,9,2,"EAST LAKE",,0,9802,shp-9-02,1,1
1223020,21,2,"DOWNTOWN",,1,3402,shp-21-52,1,1
1225020,10C,2,"DOWNTOWN",,1,3102,shp-10C-11,1,1
1242020,21,2,"DOWNTOWN",,1,3602,shp-21-52,1,1
1245010,10G,3,"DOWNTOWN",,1,2101,shp-10G-54,1,1
1250020,9,2,"EAST LAKE",,0,9202,shp-9-02,1,1
1268020,33,2,"SHUTTLE PARK SOUTH",,1,4902,shp-33-04,1,2
1272020,28,2,"DOWNTOWN",,1,3802,shp-28-51,1,1
1276010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
1290020,33,2,"TREMONT + FRAZIER",,0,4502,shp-33-53,1,2
1295020,33,2,"SHUTTLE PARK SOUTH",,1,5102,shp-33-04,1,2
1001070,33,1,"SHUTTLE PARK SOUTH",,1,5107,shp-33-04,1,2
1036020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
1045010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
107070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
1079020,10G,2,"DOWNTOWN",,1,402,shp-10G-07,1,1
1080070,33,1,"SHUTTLE PARK SOUTH",,1,5007,shp-33-04,1,2
1090070,1,1,"ALTON PARK",,0,307,shp-1-03,1,1
1101020,2,2,"NORTH SHORE",,0,3302,shp-2-51,1,2
1105020,33,2,"TREMONT + FRAZIER",,0,4502,shp-33-53,1,2
1112010,33,3,"TREMONT + FRAZIER",,0,5001,shp-33-53,1,2
1113070,4,1,"EASTGATE HAMILTON PL",,1,5907,shp-4-70,1,1
1119020,10A,2,"DOWNTOWN",,1,2402,shp-10A-52,1,1
1126070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1607,shp-14-03,1,1
1138020,9,2,"DOWNTOWN",,1,8802,shp-9-51,1,1
1140070,33,1,"TREMONT + FRAZIER",,0,4207,shp-33-53,1,2
1154020,4,2,"DOWNTOWN",,1,6502,shp-4-64,1,1
1158020,16,2,"NORTHGATE",,0,9702,shp-16-13,1,1
1163010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
1181070,2,1,"NORTH SHORE",,0,3307,shp-2-51,1,2
1188070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1707,shp-14-03,1,1
1189020,4,2,"DOWNTOWN",,1,6702,shp-4-64,1,1
1193020,16,2,"DOWNTOWN",,1,9202,shp-16-20,1,1
1201070,4,1,"DOWNTOWN",,1,7107,shp-4-64,1,1
1209070,4,1,"DOWNTOWN",,1,5707,shp-4-64,1,1
1221020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
123020,33,2,"TREMONT + FRAZIER",,0,5002,shp-33-53,1,2
125070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
1255020,10C,2,"CAMPBELL-UTC HIGHWAY 58",,0,3102,shp-10C-52,1,1
1256070,10G,1,"DOWNTOWN",,1,2907,shp-10G-54,1,1
1264020,14,2,"MOCS EXPRESS",,1,1402,shp-14-04,1,1
127020,14,2,"MOCS EXPRESS",,1,1502,shp-14-01,1,1
1285020,15,2,"ST. ELMO/INCLINE",,1,2602,shp-15-01,1,2
1287020,14,2,"MOCS EXPRESS",,1,1502,shp-14-04,1,1
129020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
1301020,33,2,"TREMONT + FRAZIER",,0,4402,shp-33-53,1,2
1309010,9,3,"EAST LAKE",,0,8801,shp-9-02,1,1
1338010,33,3,"TREMONT + FRAZIER",,0,4401,shp-33-53,1,2
1339020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
1341070,2,1,"NORTH SHORE",,0,3307,shp-2-51,1,2
1349020,16,2,"NORTHGATE",,1,8702,shp-16-14,1,1
1313020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
1331020,4,2,"EASTGATE HAMILTON PL",,1,6302,shp-4-70,1,1
1343020,9,2,"EAST LAKE",,0,9702,shp-9-02,1,1
136020,13,2,"ROSSVILLE",,0,902,shp-13-03,1,1
137010,33,3,"SHUTTLE PARK SOUTH",,1,4201,shp-33-04,1,2
1382010,33,3,"TREMONT + FRAZIER",,0,4901,shp-33-53,1,2
1384020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
1389020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
1396010,33,3,"SHUTTLE PARK SOUTH",,1,4501,shp-33-04,1,2
1405070,34,1,"SHUTTLE PARK SOUTH",,1,5307,shp-34-04,1,2
1409070,10A,1,"AVONDALE UTC",,0,407,shp-10A-01,1,1
1414070,10G,1,"GLENWOOD",,0,2307,shp-10G-03,1,1
1418070,10A,1,"DOWNTOWN",,1,2407,shp-10A-52,1,1
1419020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
1420010,10G,3,"DOWNTOWN",,1,101,shp-10G-54,1,1
1439070,16,1,"DOWNTOWN",,1,8707,shp-16-20,1,1
1440020,16,2,"NORTHGATE",,1,9302,shp-16-14,1,1
1449070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
145070,33,1,"TREMONT + FRAZIER",,0,4507,shp-33-53,1,2
1451070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1607,shp-14-03,1,1
1453010,1,3,"ALTON PARK",,0,2101,shp-1-03,1,1
1461020,1,2,"DOWNTOWN",,1,2202,shp-1-66,1,1
1469020,3,2,"ENTERPRISE SOUTH",,0,10002,shp-3-19,1,1
1485010,9,3,"EAST LAKE",,0,8701,shp-9-02,1,1
1491010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
1494020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
1497020,15,2,"ST. ELMO/INCLINE",,0,1802,shp-15-52,1,2
1501020,16,2,"NORTHGATE",,0,9802,shp-16-13,1,1
1502070,33,1,"TREMONT + FRAZIER",,0,4507,shp-33-53,1,2
1507070,2,1,"NORTH SHORE",,1,3307,shp-2-01,1,2
1508070,14,1,"MOCS EXPRESS",,0,1607,shp-14-51,1,1
1509070,16,1,"NORTHGATE",,0,9807,shp-16-06,1,1
1515010,15,3,"ST.ELMO/INCLINE",,0,1901,shp-15-51,1,2
1521070,10A,1,"DOWNTOWN",,1,2107,shp-10A-52,1,1
1528020,14,2,"MOCS EXPRESS",,0,1502,shp-14-52,1,1
1529020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
154020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
155010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
1568010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
1576070,1,1,"ALTON PARK",,0,207,shp-1-03,1,1
135020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
1356070,2,1,"NORTH SHORE",,0,3307,shp-2-52,1,2
1357070,9,1,"EAST LAKE",,0,9707,shp-9-03,1,1
1359020,33,2,"SHUTTLE PARK SOUTH",,1,4902,shp-33-04,1,2
1360020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
1380020,15,2,"ST. ELMO/INCLINE",,1,1802,shp-15-01,1,2
1381010,9,3,"EAST LAKE",,0,8901,shp-9-02,1,1
1388020,21,2,"DOWNTOWN",,1,3402,shp-21-52,1,1
1391020,3,2,"ENTERPRISE SOUTH",,0,4102,shp-3-19,1,1
1399020,4,2,"EASTGATE HAMILTON PL",,1,5702,shp-4-70,1,1
1416070,33,1,"TREMONT + FRAZIER",,0,5107,shp-33-53,1,2
142020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
1421020,14,2,"MOCS EXPRESS",,1,1202,shp-14-04,1,1
1445010,15,3,"ST. ELMO/INCLINE",,1,2001,shp-15-02,1,2
1493020,33,2,"SHUTTLE PARK SOUTH",,1,4902,shp-33-04,1,2
1505020,4,2,"EASTGATE HAMILTON PL",,1,7402,shp-4-70,1,1
1535070,14,1,"MOCS EXPRESS",,0,1607,shp-14-51,1,1
1540020,33,2,"TREMONT + FRAZIER",,0,4302,shp-33-53,1,2
1550070,33,1,"SHUTTLE PARK SOUTH",,1,5007,shp-33-04,1,2
1551010,1,3,"DOWNTOWN",,1,201,shp-1-66,1,1
1572020,1,2,"ALTON PARK",,0,2402,shp-1-03,1,1
1581020,33,2,"SHUTTLE PARK SOUTH",,1,5102,shp-33-04,1,2
1583020,3,2,"ENTERPRISE SOUTH",,1,5502,shp-3-54,1,1
1586070,21,1,"GOLDEN GATEWAY",,0,3407,shp-21-01,1,1
1597010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
1602020,16,2,"NORTHGATE",,0,9202,shp-16-06,1,1
1603020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
1606070,33,1,"SHUTTLE PARK SOUTH",,1,4507,shp-33-04,1,2
1607020,21,2,"DOWNTOWN",,1,3402,shp-21-52,1,1
1612070,34,1,"SHUTTLE PARK SOUTH",,1,5307,shp-34-04,1,2
1625070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1607,shp-14-03,1,1
1636020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
1643020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
1656070,1,1,"DOWNTOWN",,1,807,shp-1-66,1,1
1657010,33,3,"SHUTTLE PARK SOUTH",,1,4501,shp-33-04,1,2
1658020,33,2,"TREMONT + FRAZIER",,0,4502,shp-33-53,1,2
1682070,15,1,"ST. ELMO/INCLINE",,0,1907,shp-15-52,1,2
1697070,14,1,"MOCS EXPRESS DOWNTOWN",,1,1607,shp-14-03,1,1
1698020,10A,2,"AVONDALE/DOWNTOWN",,0,2202,shp-10A-09,2,1
1589020,10G,2,"GLENWOOD",,0,2302,shp-10G-04,1,1
159070,33,1,"TREMONT + FRAZIER",,0,4307,shp-33-53,1,2
1600020,2,2,"NORTH SHORE",,1,3302,shp-2-01,1,2
1601020,16,2,"DOWNTOWN",,1,9702,shp-16-20,1,1
1614020,3,2,"ENTERPRISE SOUTH",,1,5402,shp-3-54,1,1
1617020,14,2,"MOCS EXPRESS",,1,1202,shp-14-04,1,1
1623020,14,2,"MOCS EXPRESS",,1,1202,shp-14-04,1,1
1626070,33,1,"SHUTTLE PARK SOUTH",,1,5107,shp-33-04,1,2
1638020,10A,2,"AVONDALE UTC",,0,402,shp-10A-10,1,1
1648010,4,3,"EASTGATE HAMILTON PL",,1,5701,shp-4-70,1,1
1668070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
1670020,2,2,"NORTH SHORE",,1,3302,shp-2-01,1,2
1674010,33,3,"SHUTTLE PARK SOUTH",,1,4201,shp-33-04,1,2
1688070,33,1,"SHUTTLE PARK SOUTH",,1,4207,shp-33-04,1,2
1689070,1,1,"DOWNTOWN",,1,2507,shp-1-66,1,1
1699010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
1702010,16,3,"NORTHGATE",,0,8901,shp-16-13,1,1
1713020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
1716010,4,3,"EASTGATE HAMILTON PL",,1,5901,shp-4-70,1,1
1721010,1,3,"DOWNTOWN",,1,2201,shp-1-66,1,1
1736020,21,2,"GOLDEN GATEWAY",,0,3602,shp-21-01,1,1
1740070,33,1,"SHUTTLE PARK SOUTH",,1,4807,shp-33-04,1,2
1764020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
177020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
1774020,16,2,"NORTHGATE",,0,9502,shp-16-13,1,1
179010,4,3,"DOWNTOWN 9 EAST LAKE",,1,6601,shp-4-69,1,1
1792070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
18010,10A,3,"DOWNTOWN",,1,201,shp-10A-52,1,1
1814020,13,2,"DOWNTOWN",,1,902,shp-13-52,1,1
1823010,33,3,"TREMONT + FRAZIER",,0,5101,shp-33-53,1,2
1838010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
1839020,10G,2,"GLENWOOD",,0,2102,shp-10G-04,1,1
1849020,10G,2,"DOWNTOWN",,1,402,shp-10G-54,1,1
1850020,4,2,"EASTGATE HAMILTON PL",,1,6902,shp-4-70,1,1
1879020,33,2,"TREMONT + FRAZIER",,0,4802,shp-33-53,1,2
1881010,33,3,"TREMONT + FRAZIER",,0,4201,shp-33-53,1,2
1890070,33,1,"TREMONT + FRAZIER",,0,4507,shp-33-53,1,2
1896010,9,3,"DOWNTOWN",,1,8701,shp-9-51,1,1
19020,21,2,"GOLDEN GATEWAY",,0,3402,shp-21-01,1,1
1913020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
1011010,34,3,"TREMONT + FRAZIER",,0,5301,shp-34-54,1,2
1013010,15,3,"ST. ELMO/INCLINE",,1,2801,shp-15-01,1,2
1016020,33,2,"TREMONT + FRAZIER",,0,5102,shp-33-53,1,2
1020070,4,1,"EASTGATE HAMILTON PL",,0,6907,shp-4-13,1,1
1023020,1,2,"DOWNTOWN",,1,202,shp-1-66,1,1
1025070,16,1,"NORTHGATE",,0,9507,shp-16-13,1,1
1030020,1,2,"DOWNTOWN",,1,3802,shp-1-65,1,1
103020,15,2,"ST. ELMO/INCLINE",,1,2602,shp-15-01,1,2
1032010,9,3,"DOWNTOWN",,1,8901,shp-9-52,1,1
1034070,16,1,"NORTHGATE",,0,9907,shp-16-06,1,1
1041020,10G,2,"GLENWOOD",,0,302,shp-10G-04,1,1
1048070,33,1,"SHUTTLE PARK SOUTH",,1,4507,shp-33-04,1,2
1059070,1,1,"ALTON PARK",,0,407,shp-1-03,1,1
1061010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
1065020,10A,2,"DOWNTOWN",,1,202,shp-10A-52,1,1
1069010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
1071020,33,2,"TREMONT + FRAZIER",,0,4502,shp-33-53,1,2
1073020,2,2,"NORTH SHORE",,0,3702,shp-2-51,1,2
1093070,9,1,"DOWNTOWN",,1,10107,shp-9-52,1,1
1094070,10A,1,"AVONDALE UTC",,0,2907,shp-10A-01,1,1
1117020,13,2,"ROSSVILLE",,0,902,shp-13-03,1,1
1121010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
1139020,33,2,"TREMONT + FRAZIER",,0,4402,shp-33-53,1,2
115020,14,2,"MOCS EXPRESS",,1,1502,shp-14-04,1,1
1153070,16,1,"DOWNTOWN",,1,9607,shp-16-20,1,1
1192020,14,2,"MOCS EXPRESS",,1,1402,shp-14-04,1,1
1195070,4,1,"EASTGATE HAMILTON PL",,0,5907,shp-4-13,1,1
1196010,16,3,"DOWNTOWN",,1,8701,shp-16-20,1,1
1218020,10G,2,"DOWNTOWN",,1,402,shp-10G-54,1,1
1226070,33,1,"SHUTTLE PARK SOUTH",,1,4807,shp-33-04,1,2
1232010,16,3,"NORTHGATE",,0,8701,shp-16-13,1,1
1234070,4,1,"DOWNTOWN",,1,5607,shp-4-64,1,1
1240070,33,1,"SHUTTLE PARK SOUTH",,1,4507,shp-33-04,1,2
124070,16,1,"DOWNTOWN",,1,9607,shp-16-20,1,1
1241070,10G,1,"DOWNTOWN",,1,2907,shp-10G-54,1,1
126020,2,2,"NORTH SHORE",,1,3302,shp-2-01,1,2
1267070,4,1,"EASTGATE HAMILTON PL",,0,5607,shp-4-13,1,1
1277070,9,1,"EAST LAKE",,0,9607,shp-9-02,1,1
1288070,10G,1,"DOWNTOWN",,1,407,shp-10G-54,1,1
1293020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
1300020,14,2,"MOCS EXPRESS",,1,1302,shp-14-01,1,1
100070,33,1,"TREMONT + FRAZIER",,0,5007,shp-33-53,1,2
1003070,1,1,"ALTON PARK",,0,2207,shp-1-03,1,1
1015020,4,2,"DOWNTOWN",,1,6802,shp-4-64,1,1
1038010,1,3,"DOWNTOWN",,1,2201,shp-1-66,1,1
1043020,2,2,"NORTH SHORE",,0,3302,shp-2-51,1,2
1050020,14,2,"MOCS EXPRESS",,0,1302,shp-14-52,1,1
108010,34,3,"TREMONT + FRAZIER",,0,5301,shp-34-54,1,2
1088020,2,2,"NORTH SHORE",,1,3702,shp-2-01,1,2
1100010,33,3,"TREMONT + FRAZIER",,0,4901,shp-33-53,1,2
1107020,33,2,"SHUTTLE PARK SOUTH",,1,4402,shp-33-04,1,2
1108070,10G,1,"GLENWOOD",,0,2107,shp-10G-03,1,1
1115020,1,2,"DOWNTOWN",,1,2102,shp-1-66,1,1
1124070,33,1,"TREMONT + FRAZIER",,0,5007,shp-33-53,1,2
1149020,1,2,"ALTON PARK",,0,202,shp-1-03,1,1
1155020,16,2,"NORTHGATE",,0,9802,shp-16-13,1,1
1160020,33,2,"SHUTTLE PARK SOUTH",,1,4802,shp-33-04,1,2
116020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
1166070,1,1,"ALTON PARK",,0,2507,shp-1-03,1,1
1178020,10A,2,"AVONDALE UTC",,0,2902,shp-10A-01,1,1
1186070,16,1,"DOWNTOWN",,1,8907,shp-16-20,1,1
1187020,33,2,"SHUTTLE PARK SOUTH",,1,4402,shp-33-04,1,2
1206070,33,1,"SHUTTLE PARK SOUTH",,1,5007,shp-33-04,1,2
1212020,28,2,"DOWNTOWN",,1,3902,shp-28-52,1,1
1215070,1,1,"ALTON PARK",,0,2907,shp-1-03,1,1
1227070,4,1,"EASTGATE HAMILTON PL",,0,6507,shp-4-13,1,1
1237020,15,2,"ST. ELMO/INCLINE",,1,2602,shp-15-01,1,2
1244020,28,2,"CHATTANOOGA STATE",,0,3902,shp-28-01,1,1
1246070,33,1,"SHUTTLE PARK SOUTH",,1,5007,shp-33-04,1,2
1274020,14,2,"MOCS EXPRESS",,1,1402,shp-14-04,1,1
1275070,33,1,"SHUTTLE PARK SOUTH",,1,5107,shp-33-04,1,2
1278020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
1281070,4,1,"EASTGATE HAMILTON PL",,0,6107,shp-4-13,1,1
1296020,33,2,"SHUTTLE PARK SOUTH",,1,5102,shp-33-04,1,2
1302020,28,2,"DOWNTOWN",,1,3902,shp-28-51,1,1
1307020,33,2,"TREMONT + FRAZIER",,0,4202,shp-33-53,1,2
1321070,21,1,"GOLDEN GATEWAY",,0,3407,shp-21-01,1,1
1327020,4,2,"EASTGATE HAMILTON PL",,1,7602,shp-4-70,1,1
1328020,3,2,"ENTERPRISE SOUTH",,0,4102,shp-3-18,1,1
1329070,1,1,"DOWNTOWN",,1,207,shp-1-66,1,1
133020,9,2,"EAST LAKE",,0,9402,shp-9-03,1,1
1004020,4,2,"DOWNTOWN",,1,7002,shp-4-64,1,1
1007070,16,1,"NORTHGATE",,0,8907,shp-16-13,1,1
101020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
1012020,4,2,"DOWNTOWN",,1,5902,shp-4-64,1,1
1021020,4,2,"EASTGATE HAMILTON PL",,0,6702,shp-4-10,1,1
1029020,9,2,"DOWNTOWN",,1,9302,shp-9-51,1,1
1044070,16,1,"NORTHGATE",,1,9007,shp-16-14,1,1
1049070,9,1,"EAST LAKE",,0,8707,shp-9-02,1,1
1055020,33,2,"SHUTTLE PARK SOUTH",,1,5002,shp-33-04,1,2
1058070,4,1,"DOWNTOWN",,1,5807,shp-4-64,1,1
1075020,21,2,"GOLDEN GATEWAY",,0,3502,shp-21-01,1,1
1092010,33,3,"TREMONT + FRAZIER",,0,4201,shp-33-53,1,2
1099020,2,2,"NORTH SHORE",,0,3702,shp-2-52,1,2
110070,34,1,"TREMONT + FRAZIER",,0,5307,shp-34-54,1,2
11070,4,1,"EASTGATE HAMILTON PL",,1,5607,shp-4-70,1,1
1111020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
1118020,4,2,"EASTGATE HAMILTON PL",,0,6702,shp-4-13,1,1
1125020,4,2,"EASTGATE HAMILTON PL",,0,7002,shp-4-10,1,1
1128020,33,2,"SHUTTLE PARK SOUTH",,1,4802,shp-33-04,1,2
1132010,33,3,"SHUTTLE PARK SOUTH",,1,4401,shp-33-04,1,2
1134010,4,3,"EASTGATE HAMILTON PL",,0,6601,shp-4-13,1,1
1142020,4,2,"EASTGATE HAMILTON PL",,0,6202,shp-4-13,1,1
1146020,15,2,"ST. ELMO/INCLINE",,0,2602,shp-15-52,1,2
1147010,33,3,"TREMONT + FRAZIER",,0,5001,shp-33-53,1,2
1148020,16,2,"NORTHGATE",,1,9002,shp-16-14,1,1
1157070,10A,1,"AVONDALE UTC",,0,2207,shp-10A-01,1,1
1204070,10A,1,"AVONDALE UTC",,0,407,shp-10A-01,1,1
1210010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
1211070,16,1,"DOWNTOWN",,1,9807,shp-16-20,1,1
1217010,33,3,"SHUTTLE PARK SOUTH",,1,5101,shp-33-04,1,2
1224010,33,3,"SHUTTLE PARK SOUTH",,1,4201,shp-33-04,1,2
1228070,21,1,"GOLDEN GATEWAY",,0,3607,shp-21-01,1,1
1230020,4,2,"EASTGATE HAMILTON PL",,0,5702,shp-4-13,1,1
1249020,33,2,"TREMONT + FRAZIER",,0,4302,shp-33-53,1,2
1257010,33,3,"TREMONT + FRAZIER",,0,5201,shp-33-53,1,2
1262020,2,2,"NORTH SHORE",,1,3302,shp-2-01,1,2
1269010,16,3,"DOWNTOWN",,1,8701,shp-16-20,1,1
1283070,34,1,"SHUTTLE PARK SOUTH",,1,5307,shp-34-04,1,2
1284020,33,2,"TREMONT + FRAZIER",,0,4802,shp-33-53,1,2
1294020,14,2,"MOCS EXPRESS",,0,1402,shp-14-52,1,1
1928020,33,2,"SHUTTLE PARK SOUTH",,1,4302,shp-33-04,1,2
193010,33,3,"SHUTTLE PARK SOUTH",,1,4201,shp-33-04,1,2
194020,10C,2,"DOWNTOWN/TO GARAGE",,1,3002,shp-10C-10,1,1
1951020,33,2,"TREMONT + FRAZIER",,0,4402,shp-33-53,1,2
1960070,33,1,"TREMONT + FRAZIER",,0,5007,shp-33-53,1,2
1965070,33,1,"TREMONT + FRAZIER",,0,4707,shp-33-53,1,2
1973010,10A,3,"DOWNTOWN/TO GARAGE",,1,101,shp-10A-06,1,1
1974070,9,1,"EAST LAKE",,0,9907,shp-9-02,1,1
1977070,1,1,"ALTON PARK",,0,2507,shp-1-03,1,1
1982020,9,2,"EAST LAKE",,0,9802,shp-9-03,1,1
1986020,10C,2,"DOWNTOWN",,1,9902,shp-10C-11,1,1
1990020,33,2,"SHUTTLE PARK SOUTH",,1,4402,shp-33-04,1,2
199020,1,2,"DOWNTOWN",,1,2902,shp-1-66,1,1
1991020,33,2,"SHUTTLE PARK SOUTH",,1,4502,shp-33-04,1,2
200010,34,3,"SHUTTLE PARK SOUTH",,1,5301,shp-34-04,1,2
2001010,10A,3,"DOWNTOWN",,1,2101,shp-10A-52,1,1
2005010,33,3,"SHUTTLE PARK SOUTH",,1,5001,shp-33-04,1,2
2009070,34,1,"SHUTTLE PARK SOUTH",,1,5307,shp-34-04,1,2
2010010,33,3,"TREMONT + FRAZIER",,0,4501,shp-33-53,1,2
2012070,10G,1,"GLENWOOD",,0,207,shp-10G-04,1,1
2014020,10A,2,"AVONDALE UTC",,0,2902,shp-10A-01,1,1
2025070,2,1,"NORTH SHORE",,1,3307,shp-2-01,1,2
2037020,9,2,"DOWNTOWN",,1,8902,shp-9-52,1,1
2049070,15,1,"ST. ELMO/INCLINE",,1,2707,shp-15-01,1,2
206070,9,1,"DOWNTOWN",,1,9707,shp-9-52,1,1
2061020,14,2,"MOCS EXPRESS",,1,1302,shp-14-04,1,1
2066020,4,2,"DOWNTOWN",,1,6902,shp-4-64,1,1
2070020,10G,2,"DOWNTOWN",,1,102,shp-10G-54,1,1
2077020,21,2,"GOLDEN GATEWAY",,0,3402,shp-21-01,1,1
2079020,9,2,"DOWNTOWN",,1,9802,shp-9-51,1,1
2082020,2,2,"NORTH SHORE",,0,3302,shp-2-51,1,2
2083020,14,2,"MOCS EXPRESS",,0,1502,shp-14-52,1,1
2088070,33,1,"TREMONT + FRAZIER",,0,5107,shp-33-53,1,2
2090010,33,3,"SHUTTLE PARK SOUTH",,1,4201,shp-33-04,1,2
2117070,33,1,"SHUTTLE PARK SOUTH",,1,5007,shp-33-04,1,2
2118020,33,2,"SHUTTLE PARK SOUTH",,1,4202,shp-33-04,1,2
2132020,14,2,"MOCS EXPRESS",,0,1202,shp-14-52,1,1
2133070,1,1,"ALTON PARK",,0,2107,shp-1-03,1,1
2147070,33,1,"SHUTTLE PARK SOUTH",,1,4907,shp-33-04,1,2
2148020,33,2,"TREMONT + FRAZIER",,0,5002,shp-33-53,1,2
1718070,21,1,"GOLDEN GATEWAY",,0,3607,shp-21-01,1,1
172070,4,1,"DOWNTOWN",,1,7007,shp-4-64,1,1
1742020,4,2,"EASTGATE HAMILTON PL",,0,5602,shp-4-10,1,1
1747010,21,3,"DOWNTOWN",,1,6601,shp-21-53,1,1
1750020,33,2,"SHUTTLE PARK SOUTH",,1,4902,shp-33-04,1,2
1751020,4,2,"EASTGATE HAMILTON PL",,0,5802,shp-4-13,1,1
