stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
731,2222,"Market & Peak-1",,35.071860,-85.308660,,,,,,2
732,2200,"Market & Chambliss-1",,35.070240,-85.308820,,,,,,2
733,2196,"Market & Bell-1",,35.068370,-85.309010,,,,,,2
734,2197,"Market & Bush-1",,35.066860,-85.309160,,,,,,2
742,2227,"Market & TVA 0",,35.043376,-85.309426,,,,,,2
745,2103,"MAIN + CHESTNUT",,35.038430,-85.313230,,,,,,2
746,2800,"MAIN + FORT",,35.038820,-85.314190,,,,,,2
747,2100,"MAIN + CARTER",,35.039160,-85.315130,,,,,,2
748,2106,"MAIN + CYPRESS",,35.040479,-85.318806,,,,,,2
749,2141,"MAIN + RIVERFRONT",,35.040831,-85.319749,,,,,,2
750,2317,"RIVERFRONT + GROVE",,35.042102,-85.319487,,,,,,2
752,1286,"BOYNTON + RENAISSANCE",,35.043391,-85.319115,,,,,,2
753,1283,"BOYNTON + GATEWAY",,35.045527,-85.319949,,,,,,2
754,1663,"GATEWAY AVE + J.C. TOWERS",,35.046834,-85.318777,,,,,,2
755,1284,"BOYNTON + M.L. KING",,35.048438,-85.319940,,,,,,2
756,1288,"BOYNTON + SENIOR NEIGHBORS",,35.047032,-85.320268,,,,,,2
757,1285,"BOYNTON + OVERLOOK",,35.045004,-85.319894,,,,,,2
758,1287,"BOYNTON + RENAISSANCE",,35.043427,-85.319235,,,,,,2
759,1728,"GROVE + WEST SIDE",,35.043788,-85.318271,,,,,,2
760,1725,"GROVE + 12TH",,35.044960,-85.317603,,,,,,2
761,1034,"12TH + HUMAN SERVICE",,35.043734,-85.315925,,,,,,2
762,1037,"12TH + POPLAR",,35.043293,-85.315553,,,,,,2
763,1033,"12th & Carter-1",,35.042473,-85.313481,,,,,,2
764,1432,"CARTER + 14TH",,35.040192,-85.314729,,,,,,2
766,2098,"MAIN + BROAD",,35.037598,-85.311319,,,,,,2
767,2105,"Main & Cowart-1",,35.037210,-85.310278,,,,,,2
768,2154,"Main & Williams-1",,35.036841,-85.309291,,,,,,2
769,2129,"Main & Long-1",,35.036472,-85.308283,,,,,,2
771,1806,"Market & King-1",,35.039284,-85.307506,,,,,,2
779,2639,"CHATTANOOGA STATE",,35.099748,-85.238994,,,,,,2
782,1239,"Amnicola & Pepsi1",,35.085170,-85.262180,,,,,,2
784,2092,"Mabel & Battery Place-1",,35.051820,-85.299240,,,,,,2
789,3070,"Broad & 4th DTS stop",,35.052245,-85.310526,,,,,,2
793,3071,"Broad & 3rd Street",,35.053381,-85.310866,,,,,,2
794,1379,"Broad & 5th1",,35.050630,-85.310790,,,,,,2
796,1027,"11th & Mariott 1",,35.043871,-85.311651,,,,,,2
800,3075,"Market & 14th Southside District",,35.039438,-85.307594,,,,,,2
805,2913,"HOUSTON + WAREHOUSE ROW",,35.042024,-85.308450,,,,,,2
806,2013,"Houston & 11th-1-0",,35.042854,-85.306609,,,,,,2
807,3310,"Houston & 10th Street-0",,35.043638,-85.306127,,,,,,2
808,2014,"Houston & M.L. King Blvd-1-0",,35.044639,-85.305557,,,,,,2
811,2082,"M.L.King Blvd. & Douglas-0",,35.043710,-85.303010,,,,,,2
812,2090,"M.L.King Blvd. & University-0",,35.043200,-85.301670,,,,,,2
813,2089,"M.L.King Blvd. & Peeples-0",,35.042240,-85.298920,,,,,,2
814,2087,"M.L.King Blvd. & Palmetto-0",,35.041720,-85.297490,,,,,,2
815,2086,"M.L.King Blvd. & Magnolia-0",,35.041290,-85.296350,,,,,,2
816,2088,"M.L.King Blvd. & Park-0",,35.040800,-85.295020,,,,,,2
817,2083,"M.L.King Blvd. & Fairview-0",,35.040360,-85.293940,,,,,,2
818,2081,"M.L.King Blvd. & Central-0",,35.039802,-85.292173,,,,,,2
819,1257,"Bailey Ave & National-0",,35.037480,-85.286460,,,,,,2
820,1259,"Bailey Ave & Spruce-0",,35.036990,-85.285490,,,,,,2
821,1254,"BAILEY AVE + HOLTZCLAW",,35.036480,-85.284410,,,,,,2
823,1252,"BAILEY AVE + HIGHLAND PK",,35.035460,-85.281730,,,,,,2
824,1253,"BAILEY AVE + HOLLY",,35.034940,-85.280320,,,,,,2
825,1251,"BAILEY AVE + HICKORY",,35.034420,-85.278930,,,,,,2
826,1250,"BAILEY AVE + HAWTHORNE",,35.033910,-85.277550,,,,,,2
827,1258,"BAILEY AVE + ORCHARD KNOB",,35.033410,-85.276180,,,,,,2
828,1246,"BAILEY AVE + BEECH",,35.032720,-85.274360,,,,,,2
830,2860,"BAILEY AVE + WATKINS",,35.030670,-85.268830,,,,,,2
831,1247,"BAILEY AVE + CHAMBERLAIN",,35.030900,-85.266800,,,,,,2
832,1248,"BAILEY AVE + DUNCAN",,35.031550,-85.265860,,,,,,2
833,2252,"MCCALLIE AVE + KYLE",,35.030470,-85.260220,,,,,,2
834,1323,"BRAINERD RD + SEMINOLE",,35.027620,-85.255030,,,,,,2
835,1300,"BRAINERD RD + ELMWOOD",,35.027191,-85.254025,,,,,,2
836,1322,"BRAINERD RD + ROSEMONT",,35.026145,-85.251626,,,,,,2
837,1333,"BRAINERD RD + TUNNEL BLVD",,35.025658,-85.248766,,,,,,2
838,1337,"BRAINERD RD + VISTA",,35.024964,-85.247802,,,,,,2
839,3125,"BRAINERD + GERMANTOWN",,35.024062,-85.246345,,,,,,2
840,1319,"Brainerd Rd & Oriole-0",,35.023097,-85.244099,,,,,,2
841,2862,"Kidney Dialysis Clinic-0",,35.022565,-85.242653,,,,,,2
842,1331,"Brainerd Rd & Talley Rd-0",,35.021158,-85.241108,,,,,,2
843,1314,"Brainerd Rd & Manor-0",,35.020383,-85.240528,,,,,,2
844,1291,"Brainerd Rd & Belvoir-0",,35.018770,-85.239816,,,,,,2
845,1296,"Brainerd Rd & Brookfield-0",,35.017399,-85.237998,,,,,,2
846,1335,"Brainerd Rd & Tuxedo-0",,35.016759,-85.236979,,,,,,2
848,1330,"Brainerd Rd & Sweetbriar-0",,35.015613,-85.234744,,,,,,2
850,1312,"BRAINERD RD + LONSDALE",,35.014801,-85.232849,,,,,,2
851,1303,"Brainerd Rd & Haney-0",,35.014116,-85.231151,,,,,,2
852,1310,"Brainerd Rd & Larchmont-0",,35.013520,-85.229706,,,,,,2
854,1313,"BRAINERD RD + LOVELL",,35.012465,-85.227329,,,,,,2
855,1327,"BRAINERD RD + ST MARKS",,35.012014,-85.226135,,,,,,2
856,1305,"BRAINERD RD + HOWELL",,35.011581,-85.224985,,,,,,2
857,1316,"BRAINERD RD + MCBRIEN",,35.010769,-85.222892,,,,,,2
858,1297,"BRAINERD RD + BROOKS",,35.010516,-85.222148,,,,,,2
859,1307,"BRAINERD RD + HUNT",,35.010200,-85.221304,,,,,,2
860,1304,"BRAINERD RD + HOLIDAY BOWL",,35.010154,-85.218894,,,,,,2
861,2871,"BRAINERD RD + EASTGATE DR",,35.010532,-85.217579,,,,,,2
867,2873,"Brainerd Walmart-0",,35.009797,-85.207402,,,,,,2
869,2874,"GREENWAY VW DR + BRAINERD RD",,35.014233,-85.210641,,,,,,2
872,2048,"LEE HWY + E BRAINERD ROAD",,35.016800,-85.207177,,,,,,2
873,2037,"LEE HWY + AIKEN",,35.019754,-85.202507,,,,,,2
874,2043,"LEE HWY + CHICKAMAUGA",,35.021699,-85.199382,,,,,,2
875,2073,"LEE HWY + WHIRLAWAY",,35.022762,-85.197683,,,,,,2
876,2041,"LEE HWY + CHARLES",,35.023554,-85.196411,,,,,,2
877,2870,"LEE HWY + JIM SNOW WAY",,35.024851,-85.194383,,,,,,2
879,2064,"LEE HWY + SPORTS BARN",,35.027948,-85.189405,,,,,,2
880,2070,"LEE HWY + VANCE RD",,35.029146,-85.187519,,,,,,2
881,2058,"LEE HWY + PERIMETER",,35.030352,-85.185600,,,,,,2
882,3099,"LEE HWY + CUSTORMER DELIGHT",,35.033287,-85.180325,,,,,,2
883,2047,"LEE HWY + DUPREE",,35.034448,-85.178669,,,,,,2
884,2044,"LEE HWY + CIRCLE",,35.037473,-85.174238,,,,,,2
885,2062,"LEE HWY + RYANS",,35.039184,-85.171507,,,,,,2
886,2049,"LEE HWY + HICKORY VALLEY",,35.040560,-85.169200,,,,,,2
887,2879,"LEE HWY + HAMILTON INN",,35.041520,-85.167650,,,,,,2
888,2046,"LEE HWY + CONNER",,35.042235,-85.166593,,,,,,2
889,2060,"LEE HWY + ROBINSON",,35.043081,-85.165266,,,,,,2
890,2055,"LEE HWY + PARK",,35.043720,-85.164213,,,,,,2
891,2063,"LEE HWY + SHALLOWFORD RD",,35.044728,-85.162644,,,,,,2
894,1845,"SHALLOWFORD RD + RED ROOF INN",,35.043580,-85.159110,,,,,,2
897,2889,"HAMILTON PLACE BLVD + BAMS",,35.040674,-85.155142,,,,,,2
898,2885,"HAMILTON PLACE BLVD + STARBUCKS",,35.039656,-85.155746,,,,,,2
924,2826,"Gunbarrel & Famous Dave's-1",,35.034498,-85.153145,,,,,,2
925,3111,"Gunbarrel & Commons Blvd. Inbound",,35.036534,-85.151959,,,,,,2
926,1846,"Shallowford Rd. & Shallowford Vill.",,35.043309,-85.157933,,,,,,2
927,1840,"Shallowford Rd. & Center-1",,35.044095,-85.160135,,,,,,2
928,2039,"Lee Hwy & Food City-1",,35.044584,-85.163061,,,,,,2
929,2061,"Lee Hwy & Robinson-1",,35.043200,-85.165320,,,,,,2
930,2045,"Lee Hwy & Conner Ln-1",,35.042379,-85.166571,,,,,,2
931,2050,"Lee Hwy & Hickory Valley",,35.041074,-85.168655,,,,,,2
932,2068,"Lee Hwy & TN Children Home-1st Stop",,35.038671,-85.172680,,,,,,2
933,2054,"Lee Hwy & TN Children Home-2nd Stop",,35.036555,-85.176047,,,,,,2
934,3341,"Lee Hwy & Hwy 153",,35.034206,-85.179831,,,,,,2
935,2057,"Lee Hwy & Perimeter Drive-1",,35.030650,-85.185460,,,,,,2
936,2069,"Lee Hwy & Vance -1",,35.029920,-85.186466,,,,,,2
939,2059,"Lee Hwy & Provence-1",,35.025004,-85.194350,,,,,,2
941,2038,"Lee Hwy & Airport Road-1",,35.022159,-85.198900,,,,,,2
943,2838,"Lee Hwy & Capital Pre Owned-1",,35.019890,-85.202600,,,,,,2
946,2051,"Lee Hwy & Greenway View Dr",,35.015666,-85.209249,,,,,,2
948,2907,"GREENWAY VIEW DRIVE + MARLIN",,35.010148,-85.207930,,,,,,2
951,1309,"Krispy Kreme's on Brainerd Rd-1",,35.010622,-85.217710,,,,,,2
953,1329,"Brainerd Rd & 5505",,35.010235,-85.219014,,,,,,2
954,1321,"Brainerd Rd & Pisgah-1",,35.010155,-85.220811,,,,,,2
955,1317,"Brainerd Rd & McBrien-1",,35.010886,-85.222827,,,,,,2
956,1306,"Brainerd Rd & Howell-1",,35.011599,-85.224754,,,,,,2
957,1328,"Brainerd Rd & St. Marks-1",,35.012077,-85.226014,,,,,,2
959,1311,"Brainerd Rd & Larchmont-1",,35.013565,-85.229530,,,,,,2
960,1340,"Brainerd Rd & Woodvale-1",,35.014134,-85.230932,,,,,,2
961,1320,"Brainerd Rd & Parkdale-1",,35.014675,-85.232170,,,,,,2
962,1326,"Brainerd Rd & Sequoia-1",,35.015361,-85.233868,,,,,,2
963,1336,"Brainerd Rd & Tuxedo-1",,35.016912,-85.236979,,,,,,2
964,1292,"Brainerd Rd & Belvoir-1",,35.019013,-85.239805,,,,,,2
966,1315,"Brainerd Rd & Manor-1",,35.020221,-85.240330,,,,,,2
967,1332,"Brainerd Rd & Talley-1",,35.021483,-85.241207,,,,,,2
968,1299,"Brainerd Rd & Destiny Church of Chattanooga",,35.022583,-85.242411,,,,,,2
969,1290,"Brainerd Rd & 3661-1",,35.023187,-85.244077,,,,,,2
970,2849,"Brainerd Rd & Dollar General-1",,35.023638,-85.245150,,,,,,2
971,2609,"BRAINERD + GERMANTOWN",,35.024493,-85.246889,,,,,,2
972,1334,"Brainerd Rd & Tunnel Blvd-1",,35.025703,-85.248645,,,,,,2
975,1324,"Brainerd Rd & Seminole-1",,35.027678,-85.254836,,,,,,2
976,2254,"McCallie Ave & Lutheran Church",,35.031130,-85.261280,,,,,,2
977,2242,"McCallie Ave & Glenwood-1",,35.032080,-85.264190,,,,,,2
978,2251,"McCallie Ave & Kilmer-1",,35.032500,-85.265350,,,,,,2
979,2238,"McCallie Ave & Derby-1",,35.032960,-85.266540,,,,,,2
980,2259,"McCallie Ave & Parkridge-1",,35.033420,-85.267800,,,,,,2
981,2250,"McCallie Ave & Kelly-1",,35.034450,-85.270540,,,,,,2
982,2262,"McCallie Ave & Willow-1",,35.034880,-85.271700,,,,,,2
983,2235,"McCallie Ave & Beech",,35.035400,-85.273100,,,,,,2
984,2257,"McCallie Ave & Orchard Knob-1",,35.035890,-85.274420,,,,,,2
985,2244,"McCallie Ave & Hawthorne-1",,35.036450,-85.275930,,,,,,2
986,2245,"McCallie Ave & Hickory-1",,35.036970,-85.277330,,,,,,2
987,2247,"McCallie Ave & Holly-1",,35.037470,-85.278700,,,,,,2
988,2246,"McCallie Ave & Highland Park-1",,35.037990,-85.280100,,,,,,2
989,2243,"McCallie Ave & Greenwood-1",,35.038450,-85.281370,,,,,,2
990,2248,"McCallie Ave & Holtzclaw-1",,35.038920,-85.282630,,,,,,2
991,2261,"McCallie Ave & Warner Pk-1",,35.039631,-85.284556,,,,,,2
992,2256,"McCallie Ave & O'Neal-1",,35.041460,-85.289500,,,,,,2
993,2237,"McCallie Ave & Central-1",,35.042120,-85.291290,,,,,,2
994,2241,"McCallie Ave & Fortwood-1",,35.042600,-85.292560,,,,,,2
995,2258,"McCallie Ave & Palmetto-1-0",,35.043839,-85.295824,,,,,,2
996,2253,"McCallie Ave & Lindsay-1",,35.047440,-85.305400,,,,,,2
997,1223,"7th & Walnut-1",,35.048490,-85.307270,,,,,,2
998,1221,"7th & Cherry-1",,35.048460,-85.308350,,,,,,2
999,1222,"7th & Market-1",,35.048440,-85.309290,,,,,,2
1001,1001,"10th & Baldwin-1",,35.041670,-85.300680,,,,,,2
1008,1008,"10th & Houston-1-0",,35.043710,-85.306291,,,,,,2
1009,1009,"10th & King-1",,35.043380,-85.305250,,,,,,2
1010,1010,"10th & Lindsay-1",,35.044150,-85.307300,,,,,,2
1013,1013,"10th & Peeples-1",,35.041179,-85.299331,,,,,,2
1014,1014,"10th & University-1",,35.042170,-85.302040,,,,,,2
1024,1024,"11th & Lindsay-0",,35.043380,-85.308070,,,,,,2
1026,1026,"11th & Mariott-0",,35.043817,-85.311662,,,,,,2
1029,1991,"Holtzclaw & Citico-0",,35.048650,-85.277130,,,,,,2
1049,1049-cd,"DEE DRIVE + GREENWOOD",,35.054375,-85.240803,,,,,,0
1084,2142,"Main & Rossville Ave.-0",,35.035360,-85.305490,,,,,,2
1085,2151,"Main & Wilhoit-0",,35.034824,-85.303910,,,,,,2
1086,2146,"Main & Washington-0",,35.034290,-85.302680,,,,,,2
1087,2094,"Main & Adams-0",,35.033830,-85.301470,,,,,,2
1088,2125,"Main & Jefferson-0",,35.033373,-85.300227,,,,,,2
1089,2132,"Main & Madison-0",,35.032800,-85.298790,,,,,,2
1090,2101,"MAIN + CENTRAL",,35.031986,-85.296544,,,,,,2
1091,2109,"MAIN + FAGAN",,35.031390,-85.295040,,,,,,2
1092,2139,"MAIN + POLK",,35.030800,-85.293410,,,,,,2
1093,2116,"MAIN + GULF",,35.029590,-85.290120,,,,,,2
1094,2123,"MAIN + HOLTZCLAW",,35.028977,-85.288336,,,,,,2
1095,2113,"MAIN + GREENWOOD",,35.028530,-85.287250,,,,,,2
1096,2148,"MAIN + WATAUGA",,35.027790,-85.285190,,,,,,2
1097,2121,"MAIN + HOLLY",,35.027490,-85.284260,,,,,,2
1099,2138,"MAIN + ORCHARD KNOB",,35.026060,-85.280250,,,,,,2
1100,2135,"MAIN + MULBERRY",,35.025420,-85.278420,,,,,,2
1101,2155,"MAIN + WILLOW",,35.025030,-85.277310,,,,,,2
1102,2127,"MAIN + KELLY",,35.024620,-85.276210,,,,,,2
1103,2131,"MAIN + LYERLY",,35.023840,-85.274100,,,,,,2
1104,2149,"MAIN + WATKINS",,35.023350,-85.272770,,,,,,2
1105,2099,"MAIN + BUCKLEY",,35.022850,-85.271430,,,,,,2
1106,2107,"MAIN + DODDS",,35.022190,-85.269680,,,,,,2
1107,1531,"DODDS + 16TH",,35.020840,-85.270500,,,,,,2
1108,1533,"DODDS + 17TH",,35.019960,-85.271130,,,,,,2
1109,1535,"DODDS + 18TH",,35.019280,-85.271590,,,,,,2
1110,1537,"DODDS + 19TH",,35.018100,-85.272250,,,,,,2
1111,1539,"DODDS + 21ST",,35.016860,-85.272940,,,,,,2
1112,1541,"DODDS + 23RD",,35.016124,-85.273410,,,,,,2
1113,1050,"23RD + BUCKLEY",,35.016196,-85.274692,,,,,,2
1115,1170,"4TH AVE + 25TH",,35.014830,-85.281410,,,,,,2
1116,1172,"4TH AVE + 26TH",,35.013840,-85.281940,,,,,,2
1117,1194,"4TH AVE + FOUST",,35.012980,-85.282410,,,,,,2
1118,1174,"4TH AVE + 27TH",,35.012330,-85.282750,,,,,,2
1119,2763,"28TH + 5TH AVE",,35.011010,-85.282440,,,,,,2
1120,2764,"28TH + 6TH AVE",,35.010590,-85.281290,,,,,,2
1121,1548,"DODDS + 28TH",,35.009080,-85.277270,,,,,,2
1122,1550,"DODDS + 29TH",,35.008060,-85.277760,,,,,,2
1123,1552,"DODDS + 30TH",,35.006940,-85.278380,,,,,,2
1124,1554,"DODDS + 31ST",,35.005800,-85.279010,,,,,,2
1125,1556,"DODDS + 32ND",,35.004700,-85.279620,,,,,,2
1126,1558,"DODDS + 33RD",,35.003460,-85.280280,,,,,,2
1127,1560,"DODDS + 34TH",,35.002430,-85.280860,,,,,,2
1128,1562,"DODDS + 36TH",,35.000520,-85.281910,,,,,,2
1129,1564,"DODDS + 37TH",,34.999196,-85.282568,,,,,,2
1130,1566,"DODDS + 38TH",,34.998300,-85.282780,,,,,,2
1131,1569,"DODDS + 41ST",,34.995280,-85.284410,,,,,,2
1132,1570,"DODDS + 42ND",,34.994230,-85.285010,,,,,,2
1133,1572,"DODDS + 43RD",,34.992940,-85.285690,,,,,,2
1134,1574,"DODDS + 44TH",,34.991560,-85.286440,,,,,,2
1136,1648,"ENGLISH AVE + 49TH",,34.986910,-85.288481,,,,,,2
1139,2096,"MAIN + BEECH",,35.025810,-85.279520,,,,,,2
1142,1578,"DODDS + 47TH",,34.988840,-85.287750,,,,,,2
1143,1577,"DODDS + 46TH",,34.989700,-85.287300,,,,,,2
1144,1576,"DODDS + 45TH",,34.990540,-85.286830,,,,,,2
1145,1575,"DODDS + 44TH",,34.991340,-85.286390,,,,,,2
1146,1573,"DODDS + 43RD",,34.992710,-85.285680,,,,,,2
1147,1571,"DODDS + 42ND",,34.994030,-85.284960,,,,,,2
1148,1568,"DODDS + 39TH",,34.997330,-85.283160,,,,,,2
1149,1567,"DODDS + 38TH",,34.998100,-85.282740,,,,,,2
1150,1565,"DODDS + 37TH",,34.999240,-85.282460,,,,,,2
1151,1563,"DODDS + 36TH",,35.000320,-85.281870,,,,,,2
1152,1561,"DODDS + 34TH",,35.002240,-85.280810,,,,,,2
1153,1559,"DODDS + 33RD",,35.003360,-85.280190,,,,,,2
1154,1557,"DODDS + 32ND",,35.004490,-85.279570,,,,,,2
1155,1555,"DODDS + 31ST",,35.005600,-85.278960,,,,,,2
1156,1553,"DODDS + 30TH",,35.006710,-85.278350,,,,,,2
1157,1551,"DODDS + 29TH",,35.007860,-85.277700,,,,,,2
1159,2767,"28TH + 4TH AVE",,35.011370,-85.283070,,,,,,2
1160,1175,"4TH AVE + 27TH",,35.012040,-85.282780,,,,,,2
1161,1195,"4TH AVE + FOUST",,35.012830,-85.282350,,,,,,2
1162,1173,"4TH AVE + 26TH",,35.013600,-85.281940,,,,,,2
1163,1171,"4TH AVE + 25TH",,35.014440,-85.281490,,,,,,2
1164,1169,"4TH AVE + 24TH",,35.015280,-85.281040,,,,,,2
1168,1536,"DODDS + 18TH",,35.019100,-85.271550,,,,,,2
1172,2150,"MAIN + WATKINS",,35.023390,-85.272530,,,,,,2
1173,2130,"MAIN + LYERLY",,35.024029,-85.274276,,,,,,2
1174,2128,"MAIN + KELLY",,35.024550,-85.275660,,,,,,2
1175,2156,"MAIN + WILLOW",,35.025050,-85.277000,,,,,,2
1178,2117,"MAIN + HAWTHORNE",,35.026600,-85.281320,,,,,,2
1179,2144,"MAIN + S HICKORY",,35.027070,-85.282710,,,,,,2
1180,2122,"MAIN + HOLLY",,35.027560,-85.284070,,,,,,2
1181,2120,"MAIN + HIGHLAND PK",,35.028060,-85.285490,,,,,,2
1183,2115,"Main & Gulf -1",,35.029670,-85.289900,,,,,,2
1184,2111,"Main & Fillmore-1",,35.030260,-85.291530,,,,,,2
1185,2140,"Main & Polk-1",,35.030670,-85.292640,,,,,,2
1186,2110,"Main & Fagan-1",,35.031290,-85.294310,,,,,,2
1187,2102,"Main & Central-1",,35.031950,-85.296120,,,,,,2
1188,2145,"Main & Slayton-1",,35.032283,-85.297070,,,,,,2
1189,2133,"Main & Madison-1",,35.032968,-85.298824,,,,,,2
1190,2126,"MAIN + JEFFERSON",,35.033517,-85.300271,,,,,,2
1191,2147,"Main & Washington-1",,35.034364,-85.302485,,,,,,2
1192,2152,"Main & Wilhoit-1",,35.034820,-85.303720,,,,,,2
1193,2143,"Main & Rossville Ave-1",,35.035382,-85.305170,,,,,,2
1194,1018,"11TH + PATTEN",,35.043710,-85.308930,,,,,,2
1196,1029,"11TH + NEWBY",,35.043130,-85.307390,,,,,,2
1197,1022,"11TH + HOUSTON",,35.042890,-85.306770,,,,,,2
1198,1023,"11TH + KING",,35.042590,-85.305980,,,,,,2
1199,1020,"11TH + FOSTER",,35.042290,-85.305200,,,,,,2
1200,1017,"11TH + DOUGLAS",,35.041990,-85.304390,,,,,,2
1201,1015,"11TH + BALDWIN",,35.040820,-85.301380,,,,,,2
1202,1031,"11TH + PEEPLES",,35.040040,-85.299490,,,,,,2
1203,1025,"11TH + MAGNOLIA",,35.039270,-85.297620,,,,,,2
1204,1030,"11TH + PARK",,35.038720,-85.296170,,,,,,2
1205,1019,"11TH + FAIRVIEW",,35.038210,-85.294770,,,,,,2
1206,1016,"11TH + CENTRAL",,35.037760,-85.293560,,,,,,2
1207,1457,"CENTRAL + E 13TH",,35.034250,-85.295270,,,,,,2
1209,1458,"CENTRAL + E 16TH",,35.031320,-85.296760,,,,,,2
1210,1459,"CENTRAL + E 17TH",,35.030530,-85.297180,,,,,,2
1211,1440,"CENTRAL + 1923",,35.027440,-85.298880,,,,,,2
1214,1051,"23RD + BURNETTE",,35.023420,-85.295140,,,,,,2
1215,1053,"23RD + COMMERCE",,35.022950,-85.293900,,,,,,2
1216,1057,"23RD + GIFFORD",,35.022500,-85.292680,,,,,,2
1217,1064,"23RD + HOLTZCLAW",,35.022220,-85.291960,,,,,,2
1218,1058,"23RD + HIGHLAND PK",,35.021870,-85.290960,,,,,,2
1219,1062,"23RD + HOLLY",,35.020960,-85.288370,,,,,,2
1220,1060,"23RD + HICKORY",,35.020480,-85.286990,,,,,,2
1221,1068,"23RD + LYNNBROOK",,35.019690,-85.284710,,,,,,2
1224,1049,"23RD + 4TH",,35.017746,-85.279853,,,,,,2
1226,1176,"4TH AVE + 28TH",,35.011480,-85.283220,,,,,,2
1227,1178,"4TH AVE + 29TH",,35.009850,-85.284070,,,,,,2
1228,1180,"4TH AVE + 30TH",,35.008950,-85.284550,,,,,,2
1229,1182,"4TH AVE + 31ST",,35.008110,-85.284990,,,,,,2
1230,1184,"4TH AVE + 32ND",,35.006470,-85.285820,,,,,,2
1231,1186,"4TH + 33RD",,35.005610,-85.286280,,,,,,2
1232,1187,"4TH AVE + 34TH",,35.004780,-85.286730,,,,,,2
1233,1189,"4TH AVE + 35TH",,35.003550,-85.287280,,,,,,2
1234,1191,"4TH AVE + 36TH",,35.002250,-85.287990,,,,,,2
1236,1093,"37TH + 3RD AVE",,35.001060,-85.289470,,,,,,2
1237,1090,"37TH + 2ND AVE",,35.001540,-85.290790,,,,,,2
1238,1776,"ROSSVILLE BLVD + 38TH",,35.000300,-85.292070,,,,,,2
1239,1778,"ROSSVILLE BLVD + 39TH",,34.999040,-85.291820,,,,,,2
1240,1780,"ROSSVILLE BLVD + 40TH",,34.997770,-85.291570,,,,,,2
1241,1782,"ROSSVILLE BLVD + 41ST",,34.996610,-85.291340,,,,,,2
1242,1784,"ROSSVILLE BLVD + 42ND",,34.995270,-85.291070,,,,,,2
1244,1787,"Rossville Blvd & 45th-1",,34.991340,-85.290060,,,,,,2
1246,1790,"Rossville Blvd & 48th-0",,34.987595,-85.288448,,,,,,2
1247,1649,"ENGLISH AVE + 50TH",,34.986080,-85.288170,,,,,,2
1254,1789,"ROSSVILLE + 47TH",,34.989758,-85.289763,,,,,,2
1255,1788,"ROSSVILLE BLVD + 46TH",,34.990570,-85.289900,,,,,,2
1257,1786,"ROSSVILLE BLVD + 44TH",,34.992410,-85.290280,,,,,,2
1258,1793,"ROSSVILLE BLVD + 6TH AVENUE",,34.992780,-85.290310,,,,,,2
1259,1785,"ROSSVILLE BLVD + 43RD",,34.994590,-85.290700,,,,,,2
1261,1781,"ROSSVILLE BLVD + 40TH",,34.997600,-85.291300,,,,,,2
1262,1779,"ROSSVILLE BLVD + 39TH",,34.998840,-85.291540,,,,,,2
1264,1104,"38TH + CLIO",,35.000250,-85.290830,,,,,,2
1265,1115,"3RD AVE + 37TH",,35.001088,-85.289809,,,,,,2
1267,1192,"4TH AVE + 36TH",,35.002179,-85.287827,,,,,,2
1268,1190,"4TH AVE + 35TH",,35.003220,-85.287320,,,,,,2
1269,1188,"4TH AVE + 34TH",,35.004490,-85.286630,,,,,,2
1271,1185,"4TH AVE + 32RD",,35.006710,-85.285560,,,,,,2
1272,1183,"4TH AVE + 31ST",,35.007930,-85.284930,,,,,,2
1273,1181,"4TH AVE + 30TH",,35.008840,-85.284470,,,,,,2
1274,1179,"4TH AVE + 29TH",,35.009660,-85.284040,,,,,,2
1275,1177,"4TH AVE + 28TH",,35.011280,-85.283180,,,,,,2
1276,1076,"23RD + WILLOW",,35.018370,-85.280590,,,,,,2
1278,1070,"23RD + ORCHARD KNOB",,35.019470,-85.283520,,,,,,2
1279,1069,"23RD + LYNNBROOK",,35.019760,-85.284380,,,,,,2
1282,1061,"23RD + HIGHLAND PARK",,35.021560,-85.289490,,,,,,2
1283,1059,"23RD + GREENWOOD",,35.021920,-85.290530,,,,,,2
1284,1065,"23RD + HOLTZCLAW",,35.022270,-85.291540,,,,,,2
1285,1054,"23RD + COMMERCE",,35.023010,-85.293530,,,,,,2
1286,1052,"23RD + BURNETTE",,35.023460,-85.294710,,,,,,2
1287,1072,"23RD + POLK",,35.024110,-85.296460,,,,,,2
1288,1056,"23RD + FAGAN",,35.024580,-85.297720,,,,,,2
1289,1795,"ROSSVILLE BLVD + DORRIS",,35.025310,-85.298460,,,,,,2
1290,1794,"ROSSVILLE BLVD + CENTRAL",,35.026110,-85.299090,,,,,,2
1291,1441,"CENTRAL + 1925",,35.027270,-85.298810,,,,,,2
1292,1439,"CENTRAL + 17TH",,35.030090,-85.297280,,,,,,2
1294,1464,"CENTRAL + MAIN",,35.031790,-85.296310,,,,,,2
1296,1437,"Central & 13th-1",,35.033840,-85.295270,,,,,,2
1297,1436,"Central & 11th-1",,35.037590,-85.293250,,,,,,2
1305,1004,"10TH + DOUGLAS",,35.042680,-85.303390,,,,,,2
1310,1007,"10TH + GEORGIA",,35.044690,-85.308710,,,,,,2
