stop_id,stop_name,stop_lat,stop_lon,is_sheltered,shade_factor,n_transfers,total_hei,total_hei_p90,mean_hei,mean_wait_min,mean_wbgt
1954,3rd & Baldwin-0,35.04993,-85.2956,False,1.0,4,723.5771971090963,792.2080261774212,180.8942992772741,7.2875,24.831798664735402
1573,Amnicola & River Park-1,35.09617,-85.24451,False,1.0,5,685.9898464379709,755.5746076939847,137.19796928759416,5.8933333333333335,23.04512730935891
2414,Amnicola&Lost Mound-1,35.084006,-85.262883,False,1.0,5,668.8416108157282,736.5711461822824,133.76832216314565,5.75,23.069089113839304
2402,Amnicola & Wisdom-1,35.0815,-85.264254,False,1.0,5,665.6681137866095,733.0553094074668,133.13362275732192,5.723333333333334,23.073399146898556
2403,Amnicola & Latta-1,35.071414,-85.269902,False,1.0,5,652.0975757900759,718.1129295523884,130.41951515801517,5.613333333333334,23.08669083801781
313,3RD + WILLOW,35.03985,-85.26939,False,1.0,5,647.6346113008785,713.9237647094966,129.5269222601757,5.503333333333333,23.33257682621521
312,3RD + OKNOB,35.04084,-85.27215,False,1.0,5,646.4537396424497,712.5279090230455,129.29074792848994,5.49,23.331961013610567
407,McCallie Ave & Applied Sciences Bld,35.044253,-85.296986,False,1.0,3,618.8945775516924,687.1623951003919,206.29819251723077,9.583333333333334,21.70652025347283
1116,4TH AVE + 26TH,35.01384,-85.28194,False,1.0,18,609.3986143230964,669.2629801770404,33.85547857350535,1.425,23.786443396914738
1117,4TH AVE + FOUST,35.01298,-85.28241,False,1.0,18,589.174097424768,647.0566372266599,32.731894301376,1.3777777777777778,23.78810996056403
1115,4TH AVE + 25TH,35.01483,-85.28141,False,1.0,18,587.941644101835,645.7046168403002,32.66342467232417,1.375,23.78446824734691
1224,23RD + 4TH,35.017746,-85.279853,False,1.0,18,578.43230835856,635.2993840873049,32.13512824214222,1.3537037037037036,23.77955789392274
2038,Holtzclaw & Chatt Housing-0,35.04915,-85.277071,False,1.0,2,362.212010511582,401.0038424846352,181.106005255791,8.016666666666666,23.13011446906055
2333,3rd St & Market St-0,35.053634,-85.309595,False,1.0,2,336.1793594764575,372.22789014862167,168.08967973822874,7.4833333333333325,23.098367621319344
2042,Holtzclaw & Pump Sta-1,35.05219,-85.27503,False,1.0,3,335.05227929185327,367.8975345918732,111.68409309728442,4.6499999999999995,24.035444801016197
1008,10th & Houston-1-0,35.04371,-85.306291,False,1.0,2,332.9208902529487,363.94694075895313,166.46044512647435,6.75,24.660806685403607
1024,11th & Lindsay-0,35.04338,-85.30807,False,1.0,1,320.9747694097633,350.98119793359473,320.9747694097633,12.866666666666667,24.946225601795078
2046,Lindsay & 10th-0,35.04429,-85.30757,False,1.0,1,313.96917500118394,350.40251878323124,313.96917500118394,14.916666666666666,21.04821284924138
2048,Lindsay & M.L. King-0,35.045333,-85.307015,False,1.0,1,313.28382989870147,349.6284917748007,313.28382989870147,14.883333333333333,21.049305480315887
2109,Riverside Dr & Wilcox,35.05839,-85.27615,False,1.0,4,298.2843291985327,328.55486117910476,74.57108229963318,3.208333333333333,23.133061930620137
2161,Market & Courthouse-1,35.0491,-85.309505,False,1.0,4,201.22741424728332,219.80825939068038,50.30685356182083,2.0458333333333334,24.56806153847385
354,SHOLAR + CARTA,35.056362,-85.268434,False,1.0,2,198.68759531711802,216.88613244192953,99.34379765855901,4.0,24.835949414639753
505,Riverside Dr. & Riverside Center 1 0,35.055973,-85.281007,True,0.7,4,198.0207384398148,218.11967204907015,49.5051846099537,3.0458333333333334,23.139627989947435
166,Market & 5th-0,35.051001,-85.30967,False,1.0,1,183.34942218766915,201.20952315600556,183.34942218766915,7.333333333333333,25.002193934682158
2105,Holtzclaw & Wilcox-1,35.055099,-85.269376,False,1.0,1,128.46085837166243,141.03847773417343,128.46085837166243,5.133333333333334,25.024842539934237
145,Market & 12th,35.042146,-85.308769,False,1.0,1,104.91873807922708,117.27506236733018,104.91873807922708,5.0,20.983747615845417
1956,3rd & Warner Park-1,35.044147,-85.280743,False,1.0,1,100.95809902315402,110.85647839313874,100.95809902315402,4.033333333333333,25.030933642104305
2037,Holtzclaw & At Circle-0,35.04743,-85.27784,False,1.0,1,89.31764821250525,97.70957652488705,89.31764821250525,3.55,25.159900904931057
2062,Market & 3rd1,35.05364,-85.30974,False,1.0,1,27.481543050249982,30.121945050214574,27.481543050249982,1.15,23.896993956739117
2213,Market & M.L. King Jr-1-0,35.045873,-85.309482,False,1.0,1,25.59021953235275,27.98003151119091,25.59021953235275,1.0166666666666666,25.17070773674041
